unit,shift_id,responder_id,experience_level,rescue_attempts,successful_rescues
Unit Echo,S05642,R02142,mid,6,5
Unit Bravo,S05643,R04663,mid,8,6
Unit Echo,S05644,R02949,senior,8,8
Unit Alpha,S05645,R03168,senior,9,9
Unit Alpha,S05646,R04330,junior,9,4
Unit Echo,S05647,R02317,junior,8,6
Unit Alpha,S05648,R00523,mid,4,3
Unit Alpha,S05649,R01677,junior,7,6
Unit Delta,S05650,R03889,mid,2,2
Unit Delta,S05651,R03055,mid,9,4
Unit Alpha,S05652,R00762,mid,10,9
Unit Alpha,S05653,R01801,junior,8,4
Unit Alpha,S05654,R01381,junior,9,5
Unit Echo,S05655,R01867,junior,4,3
Unit Delta,S05656,R04298,mid,8,6
Unit Echo,S05657,R04283,mid,7,4
Unit Echo,S05658,R01305,mid,4,4
Unit Bravo,S05659,R04254,junior,10,6
Unit Delta,S05660,R02758,mid,5,5
Unit Bravo,S05661,R04549,senior,3,3
Unit Alpha,S05662,R01429,mid,4,3
Unit Delta,S05663,R04529,junior,5,3
Unit Alpha,S05664,R01949,junior,7,5
Unit Alpha,S05665,R00713,junior,5,4
Unit Alpha,S05666,R02164,mid,8,8
Unit Alpha,S05667,R03308,mid,5,4
Unit Echo,S05668,R04942,senior,7,5
Unit Bravo,S05669,R01829,mid,7,7
Unit Alpha,S05670,R00522,junior,6,2
Unit Echo,S05671,R00174,mid,5,2
Unit Bravo,S05672,R01025,mid,5,3
Unit Echo,S05673,R02851,senior,3,3
Unit Bravo,S05674,R01738,mid,6,6
Unit Bravo,S05675,R01692,junior,6,4
Unit Delta,S05676,R04585,mid,5,4
Unit Bravo,S05677,R04511,mid,4,3
Unit Alpha,S05678,R00737,senior,8,7
Unit Delta,S05679,R00864,mid,7,6
Unit Delta,S05680,R04721,junior,4,0
Unit Alpha,S05681,R02958,junior,9,4
Unit Echo,S05682,R00865,mid,8,5
Unit Echo,S05683,R01028,junior,9,6
Unit Delta,S05684,R03898,junior,3,2
Unit Bravo,S05685,R03703,mid,5,2
Unit Bravo,S05686,R01641,junior,5,3
Unit Echo,S05687,R03734,senior,8,7
Unit Bravo,S05688,R03605,mid,4,2
Unit Bravo,S05689,R03160,mid,12,11
Unit Bravo,S05690,R04556,mid,4,3
Unit Echo,S05691,R03966,junior,10,7
Unit Echo,S05692,R03786,mid,10,9
Unit Echo,S05693,R04867,mid,7,5
Unit Bravo,S05694,R00025,junior,7,7
Unit Echo,S05695,R03492,senior,8,6
Unit Alpha,S05696,R03456,junior,7,4
Unit Delta,S05697,R03291,mid,9,6
Unit Bravo,S05698,R01976,junior,4,4
Unit Alpha,S05699,R00228,mid,9,6
Unit Delta,S05700,R04325,junior,7,5
Unit Echo,S05701,R01728,mid,9,5
Unit Echo,S05702,R01724,mid,3,3
Unit Echo,S05703,R00543,junior,6,3
Unit Bravo,S05704,R04963,junior,6,4
Unit Bravo,S05705,R00653,mid,6,6
Unit Bravo,S05706,R03189,junior,7,4
Unit Alpha,S05707,R01750,mid,5,4
Unit Bravo,S05708,R03902,mid,4,3
Unit Delta,S05709,R02163,mid,4,3
Unit Delta,S05710,R02277,junior,4,2
Unit Bravo,S05711,R04867,mid,9,9
Unit Delta,S05712,R02081,mid,3,2
Unit Alpha,S05713,R04590,junior,3,2
Unit Echo,S05714,R01622,mid,3,2
Unit Delta,S05715,R00477,mid,4,4
Unit Alpha,S05716,R00323,mid,8,6
Unit Bravo,S05717,R04149,junior,7,5
Unit Alpha,S05718,R04695,senior,5,4
Unit Echo,S05719,R02724,junior,6,4
Unit Delta,S05720,R04956,junior,4,2
Unit Delta,S05721,R00540,mid,6,6
Unit Delta,S05722,R03622,mid,7,6
Unit Bravo,S05723,R03181,senior,7,5
Unit Bravo,S05724,R00617,junior,7,4
Unit Echo,S05725,R03973,mid,10,9
Unit Echo,S05726,R04174,mid,3,3
Unit Alpha,S05727,R03509,senior,6,5
Unit Bravo,S05728,R02081,junior,9,7
Unit Echo,S05729,R04715,mid,4,4
Unit Bravo,S05730,R02005,junior,14,10
Unit Echo,S05731,R03748,mid,5,4
Unit Alpha,S05732,R03268,junior,6,2
Unit Echo,S05733,R02882,mid,9,4
Unit Echo,S05734,R02977,mid,5,5
Unit Echo,S05735,R02566,junior,3,1
Unit Alpha,S05736,R02567,junior,5,5
Unit Echo,S05737,R00382,junior,7,3
Unit Alpha,S05738,R00469,senior,6,6
Unit Alpha,S05739,R02129,mid,4,1
Unit Echo,S05740,R01630,junior,10,5
Unit Echo,S05741,R01091,junior,6,3
Unit Alpha,S05742,R03122,mid,3,1
Unit Alpha,S05743,R00569,junior,6,5
Unit Delta,S05744,R01306,junior,5,2
Unit Bravo,S05745,R01826,mid,7,6
Unit Alpha,S05746,R03701,junior,8,4
Unit Alpha,S05747,R02404,junior,2,0
Unit Echo,S05748,R01941,junior,5,3
Unit Alpha,S05749,R03039,senior,5,4
Unit Bravo,S05750,R01425,mid,6,5
Unit Alpha,S05751,R03536,junior,5,4
Unit Echo,S05752,R04150,mid,7,5
Unit Echo,S05753,R03540,junior,6,4
Unit Delta,S05754,R02699,senior,6,6
Unit Alpha,S05755,R00236,senior,8,6
Unit Delta,S05756,R03648,mid,6,5
Unit Echo,S05757,R01162,senior,9,6
Unit Delta,S05758,R01081,junior,4,1
Unit Delta,S05759,R00697,junior,7,4
Unit Alpha,S05760,R03762,mid,9,7
Unit Delta,S05761,R03187,senior,9,9
Unit Delta,S05762,R04861,junior,9,5
Unit Delta,S05763,R04150,junior,9,6
Unit Bravo,S05764,R00336,mid,4,3
Unit Alpha,S05765,R01953,junior,6,3
Unit Bravo,S05766,R01307,junior,4,3
Unit Echo,S05767,R04829,junior,9,7
Unit Delta,S05768,R01715,junior,6,5
Unit Echo,S05769,R04950,junior,8,4
Unit Echo,S05770,R00474,junior,7,4
Unit Echo,S05771,R02365,senior,3,3
Unit Bravo,S05772,R02635,mid,7,5
Unit Alpha,S05773,R01567,mid,4,2
Unit Delta,S05774,R00357,junior,6,2
Unit Delta,S05775,R02083,mid,6,4
Unit Bravo,S05776,R01396,senior,4,4
Unit Echo,S05777,R04055,mid,5,4
Unit Alpha,S05778,R04103,junior,4,2
Unit Echo,S05779,R04687,senior,4,4
Unit Alpha,S05780,R04724,junior,6,4
Unit Bravo,S05781,R03168,mid,2,2
Unit Echo,S05782,R01540,mid,5,4
Unit Delta,S05783,R04968,mid,5,3
Unit Delta,S05784,R03992,mid,7,5
Unit Delta,S05785,R03508,senior,7,6
Unit Alpha,S05786,R02777,senior,1,1
Unit Bravo,S05787,R00281,senior,6,6
Unit Echo,S05788,R02573,mid,5,5
Unit Delta,S05789,R03285,junior,5,4
Unit Bravo,S05790,R04585,mid,7,6
Unit Alpha,S05791,R00120,junior,7,3
Unit Bravo,S05792,R03575,junior,9,4
Unit Bravo,S05793,R04751,senior,6,6
Unit Delta,S05794,R02321,mid,6,4
Unit Bravo,S05795,R03309,junior,5,4
Unit Bravo,S05796,R04242,junior,7,3
Unit Bravo,S05797,R03415,mid,4,4
Unit Echo,S05798,R00235,mid,7,7
Unit Delta,S05799,R00296,junior,10,4
Unit Alpha,S05800,R00991,mid,6,4
Unit Echo,S05801,R04172,junior,6,4
Unit Alpha,S05802,R03909,mid,3,3
Unit Delta,S05803,R03760,mid,4,3
Unit Alpha,S05804,R02770,mid,4,4
Unit Bravo,S05805,R02446,junior,6,2
Unit Alpha,S05806,R01394,senior,9,8
Unit Echo,S05807,R03379,senior,4,4
Unit Bravo,S05808,R02315,mid,5,5
Unit Delta,S05809,R04993,mid,4,2
Unit Echo,S05810,R04492,mid,3,2
Unit Delta,S05811,R03829,junior,11,3
Unit Alpha,S05812,R02873,junior,5,3
Unit Echo,S05813,R01272,mid,7,6
Unit Bravo,S05814,R04296,mid,6,4
Unit Echo,S05815,R01857,junior,8,4
Unit Bravo,S05816,R01634,mid,8,6
Unit Delta,S05817,R01585,mid,8,6
Unit Bravo,S05818,R01523,junior,5,1
Unit Alpha,S05819,R01577,junior,2,1
Unit Echo,S05820,R01120,mid,7,4
Unit Alpha,S05821,R03170,senior,5,4
Unit Echo,S05822,R03669,mid,2,2
Unit Alpha,S05823,R00996,senior,8,8
Unit Bravo,S05824,R03283,junior,6,3
Unit Bravo,S05825,R01163,senior,3,3
Unit Delta,S05826,R01209,senior,5,5
Unit Alpha,S05827,R02383,senior,6,5
Unit Alpha,S05828,R00226,junior,5,2
Unit Delta,S05829,R02225,mid,10,9
Unit Alpha,S05830,R02868,mid,4,1
Unit Echo,S05831,R03156,junior,8,5
Unit Echo,S05832,R03333,mid,6,4
Unit Echo,S05833,R04048,mid,3,2
Unit Echo,S05834,R01113,mid,8,8
Unit Echo,S05835,R02312,mid,6,5
Unit Delta,S05836,R03865,mid,8,5
Unit Echo,S05837,R03596,junior,5,4
Unit Echo,S05838,R00050,junior,4,3
Unit Alpha,S05839,R03102,mid,7,7
Unit Echo,S05840,R03424,junior,4,3
Unit Bravo,S05841,R01456,mid,5,3
Unit Bravo,S05842,R02364,junior,3,2
Unit Echo,S05843,R02020,junior,3,3
Unit Delta,S05844,R03493,senior,6,6
Unit Echo,S05845,R01711,mid,3,2
Unit Bravo,S05846,R03077,junior,4,2
Unit Alpha,S05847,R00579,junior,7,4
Unit Alpha,S05848,R01779,junior,6,2
Unit Delta,S05849,R04554,senior,4,3
Unit Echo,S05850,R03172,mid,7,5
Unit Delta,S05851,R01945,senior,5,4
Unit Echo,S05852,R00073,mid,5,3
Unit Echo,S05853,R04402,mid,4,3
Unit Alpha,S05854,R02382,junior,5,3
Unit Alpha,S05855,R00283,senior,1,1
Unit Alpha,S05856,R02105,mid,6,6
Unit Echo,S05857,R04721,junior,7,5
Unit Delta,S05858,R00954,mid,8,5
Unit Echo,S05859,R02314,junior,4,2
Unit Alpha,S05860,R04137,mid,4,2
Unit Alpha,S05861,R00062,junior,4,1
Unit Echo,S05862,R00220,mid,7,4
Unit Delta,S05863,R01797,mid,9,7
Unit Echo,S05864,R00162,mid,5,5
Unit Echo,S05865,R00335,senior,3,2
Unit Alpha,S05866,R02916,senior,8,8
Unit Alpha,S05867,R01503,mid,5,4
Unit Alpha,S05868,R00961,junior,6,4
Unit Echo,S05869,R03416,mid,7,6
Unit Delta,S05870,R00746,senior,5,5
Unit Bravo,S05871,R00631,mid,4,3
Unit Bravo,S05872,R03775,junior,2,1
Unit Echo,S05873,R02025,junior,7,4
Unit Bravo,S05874,R00488,mid,5,4
Unit Alpha,S05875,R04306,mid,11,8
Unit Echo,S05876,R04118,junior,5,3
Unit Echo,S05877,R04192,junior,5,1
Unit Alpha,S05878,R00808,junior,4,3
Unit Bravo,S05879,R03678,junior,8,3
Unit Delta,S05880,R01701,mid,6,4
Unit Bravo,S05881,R03276,mid,5,4
Unit Echo,S05882,R01031,senior,9,8
Unit Echo,S05883,R01088,junior,4,3
Unit Alpha,S05884,R02694,junior,3,1
Unit Bravo,S05885,R04526,junior,7,3
Unit Delta,S05886,R00161,mid,4,3
Unit Delta,S05887,R00551,senior,6,6
Unit Alpha,S05888,R02601,mid,7,6
Unit Bravo,S05889,R01151,mid,7,4
Unit Echo,S05890,R04353,junior,6,3
Unit Bravo,S05891,R02651,junior,9,7
Unit Bravo,S05892,R03609,mid,4,3
Unit Delta,S05893,R03597,junior,5,3
Unit Bravo,S05894,R03898,mid,10,8
Unit Delta,S05895,R00962,junior,7,4
Unit Bravo,S05896,R04879,junior,4,2
Unit Alpha,S05897,R00991,junior,5,2
Unit Bravo,S05898,R01138,mid,6,5
Unit Delta,S05899,R02565,mid,7,5
Unit Delta,S05900,R02325,mid,4,2
Unit Delta,S05901,R00644,mid,4,2
Unit Alpha,S05902,R00753,junior,8,5
Unit Bravo,S05903,R02104,mid,5,4
Unit Bravo,S05904,R02433,senior,6,5
Unit Bravo,S05905,R04433,junior,7,5
Unit Delta,S05906,R01737,mid,5,5
Unit Delta,S05907,R03161,junior,6,2
Unit Bravo,S05908,R00455,mid,4,3
Unit Alpha,S05909,R00779,senior,4,1
Unit Bravo,S05910,R01815,mid,5,4
Unit Delta,S05911,R04243,senior,6,6
Unit Echo,S05912,R02359,junior,7,5
Unit Alpha,S05913,R00647,mid,9,7
Unit Echo,S05914,R00888,mid,5,5
Unit Alpha,S05915,R03404,senior,10,10
Unit Bravo,S05916,R00668,senior,10,8
Unit Bravo,S05917,R01187,junior,3,3
Unit Delta,S05918,R02894,junior,5,3
Unit Echo,S05919,R04078,mid,7,6
Unit Echo,S05920,R03485,mid,7,6
Unit Bravo,S05921,R02772,mid,4,2
Unit Bravo,S05922,R02099,senior,9,9
Unit Delta,S05923,R01349,mid,6,5
Unit Bravo,S05924,R01084,junior,5,4
Unit Echo,S05925,R04812,senior,6,4
Unit Alpha,S05926,R00820,junior,8,6
Unit Alpha,S05927,R01105,junior,5,3
Unit Alpha,S05928,R01779,mid,6,6
Unit Alpha,S05929,R02169,mid,5,4
Unit Delta,S05930,R01699,junior,6,4
Unit Delta,S05931,R02040,mid,9,9
Unit Alpha,S05932,R01860,mid,4,4
Unit Alpha,S05933,R04480,mid,6,5
Unit Alpha,S05934,R04500,junior,2,2
Unit Alpha,S05935,R04809,senior,3,2
Unit Bravo,S05936,R03144,junior,3,1
Unit Alpha,S05937,R03331,mid,6,5
Unit Bravo,S05938,R04911,junior,3,1
Unit Delta,S05939,R04494,mid,7,4
Unit Delta,S05940,R02222,mid,7,6
Unit Bravo,S05941,R03621,senior,4,3
Unit Echo,S05942,R02358,junior,5,4
Unit Bravo,S05943,R02840,senior,5,5
Unit Bravo,S05944,R00348,mid,5,4
Unit Delta,S05945,R04008,junior,6,4
Unit Delta,S05946,R03622,junior,4,2
Unit Bravo,S05947,R00740,junior,6,4
Unit Alpha,S05948,R04749,mid,5,3
Unit Echo,S05949,R03922,mid,2,1
Unit Echo,S05950,R04081,junior,3,3
Unit Alpha,S05951,R03221,mid,6,4
Unit Bravo,S05952,R04879,junior,4,2
Unit Echo,S05953,R03312,mid,2,2
Unit Alpha,S05954,R04110,junior,2,2
Unit Echo,S05955,R01919,junior,4,2
Unit Echo,S05956,R03952,junior,3,2
Unit Delta,S05957,R02312,senior,10,10
Unit Echo,S05958,R04151,senior,5,4
Unit Delta,S05959,R04564,junior,7,2
Unit Echo,S05960,R02195,mid,11,8
Unit Alpha,S05961,R04106,junior,9,4
Unit Alpha,S05962,R04072,mid,8,3
Unit Delta,S05963,R01640,mid,6,3
Unit Bravo,S05964,R00398,senior,4,1
Unit Delta,S05965,R01025,junior,3,0
Unit Alpha,S05966,R00614,mid,9,6
Unit Delta,S05967,R01329,junior,9,5
Unit Echo,S05968,R03840,mid,1,1
Unit Delta,S05969,R01239,mid,2,2
Unit Delta,S05970,R01999,mid,7,7
Unit Alpha,S05971,R02271,junior,8,5
Unit Delta,S05972,R02875,mid,6,4
Unit Bravo,S05973,R03926,mid,4,2
Unit Delta,S05974,R02895,mid,4,3
Unit Bravo,S05975,R01394,senior,3,3
Unit Bravo,S05976,R02850,mid,7,3
Unit Bravo,S05977,R00501,mid,4,3
Unit Delta,S05978,R00324,junior,10,4
Unit Alpha,S05979,R04557,mid,6,5
Unit Bravo,S05980,R04731,senior,4,4
Unit Delta,S05981,R04535,junior,8,3
Unit Delta,S05982,R00779,junior,8,4
Unit Echo,S05983,R00910,junior,6,3
Unit Echo,S05984,R02563,junior,9,7
Unit Alpha,S05985,R00275,junior,6,4
Unit Echo,S05986,R00839,junior,7,5
Unit Delta,S05987,R04140,junior,7,4
Unit Delta,S05988,R02527,mid,5,4
Unit Delta,S05989,R03606,mid,10,8
Unit Bravo,S05990,R02414,senior,7,7
Unit Echo,S05991,R01909,junior,4,3
Unit Echo,S05992,R00472,mid,9,6
Unit Alpha,S05993,R03940,junior,5,4
Unit Echo,S05994,R02619,senior,6,6
Unit Alpha,S05995,R04156,mid,7,6
Unit Delta,S05996,R03218,junior,1,0
Unit Delta,S05997,R00662,junior,9,4
Unit Alpha,S05998,R03629,junior,10,5
Unit Echo,S05999,R01810,mid,3,3
Unit Bravo,S06000,R04908,mid,10,7
Unit Bravo,S06001,R01033,junior,4,3
Unit Bravo,S06002,R02208,junior,10,5
Unit Delta,S06003,R02402,junior,8,5
Unit Bravo,S06004,R01192,junior,6,2
Unit Bravo,S06005,R03322,mid,6,3
Unit Delta,S06006,R01827,mid,5,5
Unit Delta,S06007,R01409,senior,5,3
Unit Echo,S06008,R04141,mid,6,4
Unit Echo,S06009,R01878,mid,7,6
Unit Alpha,S06010,R02104,senior,6,5
Unit Echo,S06011,R04712,junior,4,3
Unit Echo,S06012,R04747,mid,7,6
Unit Delta,S06013,R01394,junior,3,3
Unit Delta,S06014,R01883,mid,7,6
Unit Bravo,S06015,R04654,junior,5,2
Unit Echo,S06016,R01524,mid,3,3
Unit Echo,S06017,R02385,junior,7,5
Unit Alpha,S06018,R04971,junior,8,4
Unit Echo,S06019,R01532,mid,8,6
Unit Echo,S06020,R00046,mid,4,2
Unit Alpha,S06021,R01310,senior,6,5
Unit Alpha,S06022,R03509,mid,6,4
Unit Echo,S06023,R04058,senior,2,2
Unit Delta,S06024,R04047,senior,3,3
Unit Echo,S06025,R03718,mid,6,4
Unit Echo,S06026,R01367,mid,5,3
Unit Alpha,S06027,R00019,mid,3,3
Unit Bravo,S06028,R00314,mid,4,2
Unit Delta,S06029,R04465,mid,5,5
Unit Bravo,S06030,R01818,mid,6,6
Unit Echo,S06031,R03797,senior,6,6
Unit Bravo,S06032,R02971,senior,2,1
Unit Delta,S06033,R04458,junior,6,4
Unit Delta,S06034,R02206,junior,5,4
Unit Delta,S06035,R02800,mid,6,6
Unit Bravo,S06036,R02297,junior,8,4
Unit Alpha,S06037,R03289,senior,9,8
Unit Echo,S06038,R03068,mid,7,5
Unit Echo,S06039,R00880,junior,10,6
Unit Bravo,S06040,R04045,mid,3,3
Unit Delta,S06041,R02712,senior,5,5
Unit Alpha,S06042,R03550,senior,4,4
Unit Alpha,S06043,R01634,senior,5,3
Unit Bravo,S06044,R02767,mid,7,6
Unit Delta,S06045,R01125,junior,8,4
Unit Bravo,S06046,R01446,mid,3,3
Unit Alpha,S06047,R03641,mid,5,2
Unit Bravo,S06048,R00672,mid,2,2
Unit Alpha,S06049,R03382,senior,8,8
Unit Echo,S06050,R04012,senior,6,5
Unit Echo,S06051,R00901,senior,10,10
Unit Alpha,S06052,R01276,junior,6,5
Unit Bravo,S06053,R02496,junior,7,5
Unit Bravo,S06054,R00231,junior,7,3
Unit Bravo,S06055,R00844,senior,3,3
Unit Echo,S06056,R03171,mid,5,4
Unit Echo,S06057,R02632,mid,4,4
Unit Bravo,S06058,R02174,mid,4,2
Unit Alpha,S06059,R04832,junior,4,1
Unit Echo,S06060,R04740,junior,5,3
Unit Delta,S06061,R04300,senior,6,5
Unit Alpha,S06062,R04083,mid,5,4
Unit Delta,S06063,R01617,junior,6,4
Unit Delta,S06064,R00875,mid,8,7
Unit Alpha,S06065,R04806,junior,6,2
Unit Delta,S06066,R04104,senior,9,9
Unit Bravo,S06067,R01666,senior,3,2
Unit Echo,S06068,R01681,mid,8,7
Unit Echo,S06069,R00031,mid,4,2
Unit Delta,S06070,R00911,mid,11,9
Unit Bravo,S06071,R01017,mid,4,3
Unit Delta,S06072,R03986,mid,7,4
Unit Alpha,S06073,R04178,senior,5,5
Unit Delta,S06074,R00074,senior,3,2
Unit Delta,S06075,R04112,junior,8,3
Unit Echo,S06076,R02207,junior,5,2
Unit Bravo,S06077,R01027,junior,3,3
Unit Alpha,S06078,R04100,mid,5,4
Unit Delta,S06079,R02343,mid,6,6
Unit Echo,S06080,R04600,junior,5,3
Unit Delta,S06081,R02653,junior,7,5
Unit Alpha,S06082,R03140,senior,2,2
Unit Echo,S06083,R04343,senior,4,2
Unit Bravo,S06084,R04429,mid,13,11
Unit Echo,S06085,R03733,mid,5,4
Unit Delta,S06086,R01623,mid,3,1
Unit Alpha,S06087,R03311,mid,6,5
Unit Echo,S06088,R04268,junior,7,4
Unit Echo,S06089,R02671,mid,5,4
Unit Echo,S06090,R00292,mid,5,3
Unit Bravo,S06091,R02119,junior,1,1
Unit Delta,S06092,R04847,junior,6,3
Unit Alpha,S06093,R02564,junior,3,2
Unit Bravo,S06094,R00550,senior,4,3
Unit Delta,S06095,R01909,senior,7,6
Unit Delta,S06096,R04251,junior,7,5
Unit Delta,S06097,R01531,mid,4,4
Unit Echo,S06098,R02239,mid,4,4
Unit Delta,S06099,R00477,junior,9,5
Unit Delta,S06100,R00500,junior,9,6
Unit Echo,S06101,R03152,junior,11,5
Unit Bravo,S06102,R04681,junior,1,0
Unit Echo,S06103,R00622,junior,9,3
Unit Delta,S06104,R04755,mid,6,4
Unit Bravo,S06105,R01600,junior,3,3
Unit Bravo,S06106,R03843,junior,4,2
Unit Delta,S06107,R01096,junior,5,2
Unit Bravo,S06108,R00646,senior,5,4
Unit Delta,S06109,R00432,junior,4,1
Unit Bravo,S06110,R04420,mid,6,6
Unit Delta,S06111,R03077,junior,7,3
Unit Alpha,S06112,R03532,junior,6,4
Unit Alpha,S06113,R01920,junior,7,6
Unit Bravo,S06114,R00673,junior,6,4
Unit Alpha,S06115,R02960,mid,4,4
Unit Echo,S06116,R01799,mid,8,8
Unit Bravo,S06117,R00104,mid,5,3
Unit Alpha,S06118,R00702,junior,8,3
Unit Echo,S06119,R00133,junior,6,4
Unit Echo,S06120,R01699,junior,5,1
Unit Delta,S06121,R04096,senior,9,9
Unit Echo,S06122,R01121,junior,1,0
Unit Echo,S06123,R00703,mid,5,5
Unit Delta,S06124,R01827,senior,8,6
Unit Alpha,S06125,R02634,mid,7,3
Unit Bravo,S06126,R03894,senior,9,8
Unit Echo,S06127,R01564,junior,5,5
Unit Echo,S06128,R04715,senior,10,10
Unit Bravo,S06129,R02361,junior,6,4
Unit Bravo,S06130,R03624,mid,5,5
Unit Bravo,S06131,R01846,mid,3,3
Unit Bravo,S06132,R01861,mid,10,9
Unit Alpha,S06133,R02939,mid,6,6
Unit Delta,S06134,R01571,mid,8,8
Unit Bravo,S06135,R02925,senior,5,4
Unit Echo,S06136,R01737,junior,7,4
Unit Bravo,S06137,R01827,junior,4,3
Unit Bravo,S06138,R01279,senior,4,4
Unit Echo,S06139,R03910,junior,6,5
Unit Bravo,S06140,R04412,mid,5,4
Unit Delta,S06141,R02635,mid,6,3
Unit Delta,S06142,R03335,junior,7,5
Unit Delta,S06143,R01806,senior,7,7
Unit Alpha,S06144,R01499,junior,9,6
Unit Echo,S06145,R02207,mid,8,6
Unit Alpha,S06146,R03137,junior,7,4
Unit Bravo,S06147,R03730,mid,8,6
Unit Echo,S06148,R01495,mid,4,2
Unit Bravo,S06149,R00251,mid,7,6
Unit Delta,S06150,R01015,mid,6,4
Unit Delta,S06151,R03283,mid,5,3
Unit Echo,S06152,R01591,senior,5,4
Unit Echo,S06153,R03624,senior,5,5
Unit Delta,S06154,R04498,mid,8,7
Unit Alpha,S06155,R00880,mid,4,3
Unit Bravo,S06156,R03293,mid,8,5
Unit Echo,S06157,R03929,junior,7,6
Unit Echo,S06158,R02349,mid,7,5
Unit Bravo,S06159,R00651,mid,3,3
Unit Delta,S06160,R00435,mid,4,3
Unit Alpha,S06161,R03290,mid,2,2
Unit Bravo,S06162,R03928,junior,9,4
Unit Delta,S06163,R03549,senior,6,5
Unit Alpha,S06164,R02321,junior,1,0
Unit Alpha,S06165,R01362,junior,7,4
Unit Delta,S06166,R03723,mid,3,3
Unit Delta,S06167,R00796,junior,6,4
Unit Bravo,S06168,R04449,mid,13,11
Unit Bravo,S06169,R01460,senior,3,3
Unit Alpha,S06170,R00187,mid,2,2
Unit Echo,S06171,R00245,junior,4,2
Unit Alpha,S06172,R04987,senior,3,3
Unit Alpha,S06173,R00153,junior,3,2
Unit Alpha,S06174,R03046,mid,10,7
Unit Delta,S06175,R01763,junior,3,2
Unit Delta,S06176,R02902,junior,6,2
Unit Bravo,S06177,R03705,junior,4,4
Unit Delta,S06178,R01865,mid,5,3
Unit Alpha,S06179,R02435,senior,3,2
Unit Bravo,S06180,R04720,mid,9,6
Unit Bravo,S06181,R01367,mid,6,4
Unit Delta,S06182,R03860,junior,5,4
Unit Echo,S06183,R01628,junior,9,5
Unit Delta,S06184,R04882,mid,6,4
Unit Echo,S06185,R03660,senior,3,3
Unit Delta,S06186,R02852,junior,8,4
Unit Echo,S06187,R04400,senior,4,3
Unit Alpha,S06188,R04326,junior,10,7
Unit Delta,S06189,R03985,senior,5,5
Unit Alpha,S06190,R03854,senior,7,7
Unit Echo,S06191,R00517,mid,5,4
Unit Echo,S06192,R03478,junior,4,1
Unit Delta,S06193,R04096,junior,8,5
Unit Alpha,S06194,R02346,senior,11,10
Unit Alpha,S06195,R01012,mid,10,7
Unit Bravo,S06196,R04156,junior,5,4
Unit Alpha,S06197,R04957,junior,5,4
Unit Alpha,S06198,R04798,senior,8,7
Unit Alpha,S06199,R02995,senior,4,4
Unit Delta,S06200,R02966,mid,6,4
Unit Delta,S06201,R03405,junior,8,4
Unit Delta,S06202,R04156,mid,7,5
Unit Alpha,S06203,R03685,mid,4,3
Unit Delta,S06204,R03695,senior,4,3
Unit Echo,S06205,R03975,junior,9,6
Unit Delta,S06206,R03126,mid,8,7
Unit Bravo,S06207,R01643,junior,7,4
Unit Alpha,S06208,R01901,junior,8,3
Unit Alpha,S06209,R00073,mid,7,5
Unit Delta,S06210,R02579,junior,4,1
Unit Bravo,S06211,R04878,mid,4,3
Unit Delta,S06212,R01510,junior,3,2
Unit Bravo,S06213,R02690,junior,8,4
Unit Alpha,S06214,R03183,junior,11,7
Unit Bravo,S06215,R02374,junior,6,3
Unit Bravo,S06216,R04880,senior,9,9
Unit Alpha,S06217,R03462,junior,5,3
Unit Alpha,S06218,R01454,senior,4,4
Unit Bravo,S06219,R04832,junior,6,2
Unit Echo,S06220,R04678,mid,4,3
Unit Delta,S06221,R04336,mid,4,4
Unit Echo,S06222,R03368,junior,7,6
Unit Echo,S06223,R04128,junior,7,4
Unit Alpha,S06224,R02144,junior,11,9
Unit Echo,S06225,R01710,junior,5,3
Unit Echo,S06226,R00614,senior,6,4
Unit Delta,S06227,R03570,mid,7,4
Unit Echo,S06228,R04363,senior,4,3
Unit Delta,S06229,R00718,mid,6,4
Unit Alpha,S06230,R00806,mid,7,5
Unit Delta,S06231,R04600,junior,8,5
Unit Delta,S06232,R04722,junior,4,3
Unit Echo,S06233,R00675,mid,8,4
Unit Echo,S06234,R02781,senior,8,8
Unit Alpha,S06235,R00815,senior,6,6
Unit Bravo,S06236,R03847,junior,7,6
Unit Alpha,S06237,R01017,senior,4,4
Unit Echo,S06238,R00314,mid,8,6
Unit Echo,S06239,R00203,junior,8,4
Unit Alpha,S06240,R00431,mid,6,2
Unit Alpha,S06241,R01443,senior,7,7
Unit Bravo,S06242,R02667,junior,5,3
Unit Bravo,S06243,R04299,mid,5,4
Unit Echo,S06244,R02943,mid,6,4
Unit Echo,S06245,R00935,senior,6,5
Unit Delta,S06246,R01667,mid,5,4
Unit Alpha,S06247,R04097,mid,6,6
Unit Delta,S06248,R00391,mid,4,3
Unit Delta,S06249,R04351,junior,5,3
Unit Bravo,S06250,R01527,junior,4,2
Unit Delta,S06251,R03107,senior,3,2
Unit Bravo,S06252,R04231,mid,5,3
Unit Alpha,S06253,R01421,senior,5,5
Unit Alpha,S06254,R02165,senior,7,6
Unit Delta,S06255,R03599,junior,6,3
Unit Bravo,S06256,R01858,junior,6,3
Unit Echo,S06257,R02191,junior,3,2
Unit Delta,S06258,R00346,senior,6,6
Unit Delta,S06259,R01643,senior,4,4
Unit Alpha,S06260,R00683,mid,8,6
Unit Bravo,S06261,R04015,mid,8,6
Unit Bravo,S06262,R04633,senior,6,6
