training_center,course_id,participant_id,difficulty_level,score
Desert Camp,C029,P00243,medium,78.0
Desert Camp,C023,P01368,hard,65.6
North Ridge,C009,P03172,medium,81.0
North Ridge,C013,P02611,easy,78.5
Mountain Base,C067,P03350,easy,72.6
North Ridge,C006,P04022,medium,61.5
Forest Edge,C056,P01443,medium,60.5
Mountain Base,C058,P02216,easy,71.6
Desert Camp,C033,P03798,easy,74.7
Mountain Base,C064,P02758,hard,65.1
Forest Edge,C044,P04740,medium,71.9
Forest Edge,C036,P01904,medium,72.9
Desert Camp,C033,P03128,easy,78.3
Desert Camp,C029,P02289,medium,64.6
Desert Camp,C021,P03667,easy,70.5
Desert Camp,C029,P01903,medium,67.8
Forest Edge,C038,P02613,medium,59.5
North Ridge,C009,P01990,medium,75.0
Desert Camp,C029,P05343,medium,63.4
Forest Edge,C039,P05519,medium,65.5
Forest Edge,C053,P03518,easy,95.5
Mountain Base,C075,P03946,medium,73.1
Mountain Base,C071,P04508,medium,72.4
Mountain Base,C071,P02349,medium,76.8
Mountain Base,C062,P00376,hard,67.2
Mountain Base,C063,P01775,hard,62.3
Forest Edge,C040,P05219,medium,78.2
Desert Camp,C020,P03706,hard,59.6
North Ridge,C017,P03225,medium,74.2
North Ridge,C007,P04308,easy,74.6
Forest Edge,C050,P00627,medium,68.9
North Ridge,C003,P01336,medium,71.3
Mountain Base,C060,P05489,medium,59.9
Desert Camp,C028,P01668,easy,95.4
North Ridge,C018,P02746,hard,50.1
Mountain Base,C059,P03368,medium,52.9
Mountain Base,C064,P05429,hard,67.7
Forest Edge,C056,P01417,medium,72.5
North Ridge,C001,P03577,medium,77.5
North Ridge,C008,P00448,easy,69.6
Forest Edge,C047,P04836,medium,70.5
Forest Edge,C056,P03028,medium,82.0
North Ridge,C016,P05930,easy,83.2
Mountain Base,C067,P02003,easy,61.1
Forest Edge,C037,P04904,easy,84.8
Desert Camp,C024,P00495,medium,73.3
North Ridge,C014,P04612,easy,82.4
North Ridge,C007,P01541,easy,79.4
North Ridge,C001,P05053,medium,55.8
Forest Edge,C045,P05688,hard,67.0
Forest Edge,C052,P03242,medium,75.0
North Ridge,C011,P02744,hard,67.2
Forest Edge,C039,P01723,medium,69.2
Forest Edge,C037,P00696,easy,69.2
Mountain Base,C071,P01176,medium,59.1
Desert Camp,C030,P02581,medium,76.8
Forest Edge,C054,P01880,easy,71.2
Mountain Base,C057,P02589,medium,73.5
Desert Camp,C025,P04683,medium,62.7
Forest Edge,C054,P02229,easy,82.1
Mountain Base,C060,P01826,medium,63.6
North Ridge,C016,P05201,easy,76.9
Forest Edge,C054,P01341,easy,86.4
Desert Camp,C026,P03680,medium,75.4
Desert Camp,C024,P02126,medium,66.9
Mountain Base,C070,P02886,medium,64.8
Desert Camp,C030,P02672,medium,67.9
Forest Edge,C056,P04987,medium,68.7
Mountain Base,C072,P01380,easy,69.9
North Ridge,C019,P03325,easy,92.6
Forest Edge,C039,P02614,medium,69.9
Desert Camp,C031,P01568,hard,63.9
Mountain Base,C059,P01316,medium,74.3
Desert Camp,C031,P04144,hard,65.1
Desert Camp,C031,P02909,hard,52.1
Forest Edge,C047,P05540,medium,61.8
Mountain Base,C062,P00048,hard,69.9
North Ridge,C011,P03731,hard,67.4
Desert Camp,C022,P01274,medium,80.0
North Ridge,C008,P05076,easy,63.8
Forest Edge,C037,P03799,easy,100.0
North Ridge,C017,P01782,medium,73.9
North Ridge,C013,P05809,easy,72.9
Forest Edge,C035,P03454,medium,77.6
Mountain Base,C058,P03985,easy,58.3
Mountain Base,C060,P03553,medium,77.3
Mountain Base,C064,P00577,hard,62.2
Mountain Base,C066,P00413,hard,38.3
North Ridge,C005,P00779,medium,68.3
North Ridge,C002,P02290,medium,68.8
Forest Edge,C049,P01582,medium,61.6
North Ridge,C019,P05913,easy,78.7
Desert Camp,C022,P00553,medium,78.3
Desert Camp,C033,P00046,easy,59.3
Forest Edge,C044,P05129,medium,71.9
Forest Edge,C041,P02287,medium,74.5
Mountain Base,C069,P00990,medium,63.2
Desert Camp,C033,P00249,easy,74.5
Desert Camp,C030,P00517,medium,81.5
Mountain Base,C075,P03224,medium,71.0
Mountain Base,C070,P01153,medium,72.8
Forest Edge,C050,P02657,medium,62.2
Forest Edge,C043,P01217,medium,70.3
Forest Edge,C052,P03725,medium,86.8
Forest Edge,C053,P03594,easy,78.8
Forest Edge,C050,P02677,medium,60.6
Forest Edge,C055,P00212,medium,74.9
Forest Edge,C055,P04931,medium,70.9
North Ridge,C002,P05729,medium,71.2
Mountain Base,C074,P02751,medium,70.0
Desert Camp,C032,P00650,medium,73.2
Desert Camp,C024,P04460,medium,86.7
Forest Edge,C043,P05906,medium,72.1
Desert Camp,C020,P01827,hard,56.9
North Ridge,C017,P03015,medium,58.4
Forest Edge,C053,P00754,easy,74.3
North Ridge,C017,P00887,medium,64.8
North Ridge,C017,P03059,medium,54.6
North Ridge,C018,P04486,hard,47.7
Forest Edge,C040,P04210,medium,66.4
Desert Camp,C025,P05776,medium,69.9
Forest Edge,C047,P02637,medium,65.5
North Ridge,C018,P04615,hard,68.5
Desert Camp,C031,P02061,hard,79.6
Forest Edge,C044,P05585,medium,73.3
Mountain Base,C075,P00494,medium,77.7
Forest Edge,C047,P05819,medium,70.6
Mountain Base,C065,P01102,medium,62.4
Forest Edge,C036,P00673,medium,80.0
Mountain Base,C067,P05761,easy,71.3
Forest Edge,C038,P00236,medium,79.8
Desert Camp,C025,P00509,medium,65.0
Forest Edge,C049,P03714,medium,72.2
North Ridge,C014,P05876,easy,81.0
Forest Edge,C046,P03446,easy,66.9
North Ridge,C019,P04533,easy,66.0
North Ridge,C009,P00551,medium,60.2
Desert Camp,C028,P03362,easy,72.1
Desert Camp,C032,P01219,medium,79.7
North Ridge,C002,P04973,medium,81.5
Forest Edge,C040,P04044,medium,81.7
North Ridge,C002,P01824,medium,77.4
Desert Camp,C034,P05243,medium,84.1
North Ridge,C014,P01194,easy,83.4
Forest Edge,C043,P00615,medium,65.8
North Ridge,C019,P02943,easy,95.2
Forest Edge,C056,P00469,medium,64.8
Desert Camp,C030,P00709,medium,63.0
Forest Edge,C048,P05805,medium,53.7
Mountain Base,C058,P05728,easy,84.5
Forest Edge,C054,P05209,easy,75.7
Desert Camp,C032,P04836,medium,90.0
North Ridge,C009,P00879,medium,67.7
North Ridge,C016,P02342,easy,85.9
North Ridge,C011,P00968,hard,56.5
North Ridge,C017,P03030,medium,64.4
Forest Edge,C040,P01402,medium,76.3
North Ridge,C008,P04814,easy,87.0
Forest Edge,C054,P03468,easy,72.7
Mountain Base,C060,P00699,medium,69.0
Desert Camp,C032,P03583,medium,61.9
North Ridge,C019,P01634,easy,73.4
Forest Edge,C052,P05737,medium,54.6
Desert Camp,C034,P00316,medium,67.9
North Ridge,C008,P01232,easy,78.4
North Ridge,C009,P04117,medium,67.7
Forest Edge,C047,P00304,medium,74.3
North Ridge,C010,P01870,medium,79.8
Forest Edge,C050,P01004,medium,76.5
Mountain Base,C074,P04561,medium,63.9
Forest Edge,C041,P04309,medium,68.1
North Ridge,C019,P05244,easy,72.0
Desert Camp,C022,P03355,medium,45.5
North Ridge,C004,P01403,hard,59.2
Desert Camp,C029,P01363,medium,77.9
Mountain Base,C071,P05757,medium,42.8
Mountain Base,C064,P02368,hard,81.1
Mountain Base,C059,P03939,medium,66.3
North Ridge,C002,P02963,medium,59.5
Mountain Base,C059,P03694,medium,49.1
Mountain Base,C072,P03381,easy,72.8
Forest Edge,C042,P02900,medium,65.2
Desert Camp,C022,P00340,medium,65.8
Forest Edge,C051,P01417,medium,68.8
Mountain Base,C060,P02345,medium,47.0
Forest Edge,C044,P00921,medium,95.5
Forest Edge,C048,P03375,medium,81.5
North Ridge,C011,P02598,hard,67.2
North Ridge,C006,P05191,medium,73.8
Mountain Base,C073,P05869,medium,91.3
Desert Camp,C031,P02328,hard,36.4
Forest Edge,C043,P03913,medium,74.1
North Ridge,C010,P03808,medium,73.6
North Ridge,C002,P04959,medium,68.0
Mountain Base,C059,P02527,medium,82.0
North Ridge,C017,P04774,medium,76.4
Forest Edge,C056,P04741,medium,68.5
Forest Edge,C054,P04180,easy,81.5
Forest Edge,C044,P02770,medium,77.4
Desert Camp,C024,P01815,medium,79.6
North Ridge,C004,P04535,hard,65.4
Forest Edge,C036,P04586,medium,67.7
Desert Camp,C024,P01078,medium,87.9
Mountain Base,C075,P05985,medium,50.6
Mountain Base,C071,P00367,medium,54.1
North Ridge,C001,P00297,medium,80.1
North Ridge,C005,P01217,medium,59.7
North Ridge,C001,P04829,medium,67.7
Mountain Base,C061,P05298,easy,80.9
Forest Edge,C040,P02956,medium,66.9
Mountain Base,C066,P00129,hard,56.7
North Ridge,C015,P05782,hard,69.1
North Ridge,C016,P02083,easy,79.3
Forest Edge,C043,P00008,medium,87.1
Mountain Base,C073,P05687,medium,64.9
Forest Edge,C053,P03019,easy,68.7
Desert Camp,C024,P02532,medium,79.4
Desert Camp,C027,P00407,easy,72.4
North Ridge,C002,P04534,medium,69.2
Desert Camp,C029,P02138,medium,81.3
North Ridge,C012,P03756,medium,60.4
Mountain Base,C059,P02624,medium,77.7
North Ridge,C004,P01041,hard,50.9
Forest Edge,C047,P04805,medium,65.8
Forest Edge,C049,P02520,medium,75.6
Mountain Base,C069,P05256,medium,69.8
North Ridge,C004,P02095,hard,61.9
Forest Edge,C045,P01446,hard,52.7
Forest Edge,C038,P01329,medium,71.4
North Ridge,C013,P00821,easy,76.8
Forest Edge,C040,P04403,medium,39.5
Forest Edge,C048,P03214,medium,68.8
Mountain Base,C064,P05022,hard,68.3
Desert Camp,C029,P02109,medium,56.3
Forest Edge,C048,P02940,medium,69.6
Mountain Base,C073,P02600,medium,88.2
Desert Camp,C031,P04784,hard,71.5
Forest Edge,C045,P00531,hard,55.4
Desert Camp,C022,P01466,medium,69.5
North Ridge,C005,P00498,medium,69.4
Forest Edge,C038,P02337,medium,76.0
Forest Edge,C050,P00876,medium,54.2
Desert Camp,C026,P04523,medium,61.0
Mountain Base,C071,P05466,medium,67.4
Mountain Base,C064,P01093,hard,67.3
North Ridge,C002,P00654,medium,82.5
North Ridge,C018,P01254,hard,56.1
Mountain Base,C065,P00628,medium,54.2
Forest Edge,C051,P05983,medium,59.8
Mountain Base,C059,P02608,medium,75.4
Desert Camp,C024,P00965,medium,68.2
Desert Camp,C033,P00821,easy,85.4
North Ridge,C003,P04424,medium,58.8
Mountain Base,C064,P04001,hard,61.6
Forest Edge,C038,P03795,medium,85.1
North Ridge,C013,P00965,easy,80.6
Forest Edge,C038,P04400,medium,70.6
Forest Edge,C053,P04088,easy,84.6
Mountain Base,C059,P05760,medium,66.0
Desert Camp,C029,P04001,medium,54.2
Forest Edge,C038,P01763,medium,63.7
Mountain Base,C072,P01730,easy,83.1
North Ridge,C008,P05232,easy,93.2
Forest Edge,C045,P02553,hard,65.6
North Ridge,C003,P00418,medium,67.8
Forest Edge,C044,P03971,medium,73.9
Forest Edge,C055,P02148,medium,60.3
North Ridge,C006,P03001,medium,68.8
Forest Edge,C055,P02488,medium,70.1
North Ridge,C004,P03765,hard,41.9
Forest Edge,C052,P00696,medium,57.9
Forest Edge,C053,P00501,easy,57.2
North Ridge,C008,P05074,easy,86.2
Desert Camp,C033,P04101,easy,75.0
North Ridge,C017,P03208,medium,88.6
Forest Edge,C046,P05302,easy,88.7
Desert Camp,C024,P00065,medium,76.4
Mountain Base,C066,P03784,hard,61.5
North Ridge,C001,P05245,medium,51.7
Forest Edge,C036,P04778,medium,66.4
North Ridge,C010,P00003,medium,59.0
Forest Edge,C036,P02908,medium,70.7
North Ridge,C019,P02464,easy,89.0
North Ridge,C013,P00063,easy,61.7
North Ridge,C015,P04623,hard,64.5
Mountain Base,C075,P02809,medium,80.8
North Ridge,C002,P05062,medium,87.3
North Ridge,C016,P04605,easy,89.1
Forest Edge,C038,P03537,medium,82.7
Desert Camp,C030,P05147,medium,64.5
Mountain Base,C071,P03409,medium,71.7
Forest Edge,C048,P03840,medium,67.6
Mountain Base,C073,P00451,medium,73.6
Mountain Base,C073,P04335,medium,57.8
Forest Edge,C056,P04011,medium,65.2
Forest Edge,C035,P05252,medium,74.1
Forest Edge,C051,P03505,medium,43.3
Desert Camp,C023,P00599,hard,61.5
North Ridge,C012,P04348,medium,56.2
Desert Camp,C028,P00181,easy,57.6
Mountain Base,C075,P03971,medium,76.4
Desert Camp,C028,P01290,easy,81.0
Desert Camp,C028,P02743,easy,80.2
Forest Edge,C053,P02165,easy,76.6
Mountain Base,C072,P03939,easy,75.0
North Ridge,C007,P02015,easy,89.2
Forest Edge,C044,P05388,medium,80.9
Forest Edge,C045,P05735,hard,58.7
North Ridge,C002,P03230,medium,56.2
Mountain Base,C067,P00819,easy,87.2
Forest Edge,C045,P03751,hard,53.4
North Ridge,C016,P05843,easy,80.4
Forest Edge,C049,P03270,medium,71.2
Desert Camp,C027,P03288,easy,84.3
Mountain Base,C065,P05928,medium,63.2
Mountain Base,C075,P02177,medium,70.8
Desert Camp,C025,P02299,medium,61.8
Forest Edge,C046,P05690,easy,68.7
Forest Edge,C053,P03766,easy,82.0
Desert Camp,C022,P00832,medium,73.5
Mountain Base,C069,P03058,medium,77.0
Forest Edge,C048,P02826,medium,87.0
Desert Camp,C021,P05389,easy,92.2
Forest Edge,C050,P01516,medium,80.1
Forest Edge,C048,P02330,medium,49.6
Desert Camp,C030,P00491,medium,62.5
North Ridge,C012,P02857,medium,63.4
Forest Edge,C036,P02057,medium,62.8
Mountain Base,C063,P03338,hard,53.1
Mountain Base,C065,P04700,medium,62.1
North Ridge,C003,P03285,medium,71.5
Mountain Base,C073,P01262,medium,81.8
North Ridge,C013,P02057,easy,78.2
Forest Edge,C046,P00932,easy,83.7
Mountain Base,C070,P04384,medium,67.4
Mountain Base,C075,P01709,medium,76.2
North Ridge,C002,P05827,medium,90.6
Forest Edge,C047,P00877,medium,74.7
Desert Camp,C021,P02115,easy,70.9
North Ridge,C005,P03885,medium,79.2
Desert Camp,C030,P02480,medium,51.2
North Ridge,C016,P03826,easy,97.2
North Ridge,C013,P04714,easy,87.8
North Ridge,C014,P03174,easy,76.9
North Ridge,C014,P02146,easy,76.5
Mountain Base,C075,P04444,medium,52.8
Desert Camp,C025,P02836,medium,71.4
Forest Edge,C044,P04777,medium,83.0
North Ridge,C003,P02948,medium,64.8
North Ridge,C017,P01423,medium,83.8
Desert Camp,C020,P03376,hard,64.6
Forest Edge,C055,P05954,medium,61.4
Forest Edge,C052,P03275,medium,61.9
Mountain Base,C075,P02129,medium,71.4
North Ridge,C011,P04923,hard,48.5
Forest Edge,C050,P00693,medium,65.1
North Ridge,C009,P00808,medium,62.4
Desert Camp,C028,P05277,easy,72.5
Forest Edge,C040,P02710,medium,58.5
North Ridge,C002,P03252,medium,64.7
Forest Edge,C046,P04844,easy,75.9
Mountain Base,C069,P02236,medium,64.4
Forest Edge,C039,P00085,medium,67.4
Forest Edge,C046,P01029,easy,87.6
Forest Edge,C039,P01124,medium,79.5
North Ridge,C013,P02899,easy,95.5
North Ridge,C007,P01258,easy,84.1
Mountain Base,C058,P02753,easy,90.0
Desert Camp,C026,P01057,medium,65.3
Mountain Base,C064,P03679,hard,42.5
Mountain Base,C062,P02806,hard,57.6
Forest Edge,C053,P01178,easy,79.7
Forest Edge,C056,P02436,medium,72.8
Forest Edge,C047,P01965,medium,65.0
North Ridge,C017,P02115,medium,68.7
North Ridge,C019,P01664,easy,73.5
Mountain Base,C057,P01239,medium,71.7
Forest Edge,C047,P02711,medium,60.0
North Ridge,C018,P05803,hard,65.8
Desert Camp,C020,P04350,hard,68.9
Forest Edge,C044,P02947,medium,76.3
Desert Camp,C025,P02280,medium,66.7
Mountain Base,C070,P03062,medium,71.9
Mountain Base,C058,P02078,easy,93.4
North Ridge,C019,P04028,easy,83.9
Mountain Base,C069,P00432,medium,59.1
Mountain Base,C061,P00076,easy,82.5
Forest Edge,C053,P05747,easy,80.8
Forest Edge,C043,P00884,medium,61.0
North Ridge,C018,P04183,hard,47.8
Forest Edge,C053,P03343,easy,59.9
North Ridge,C018,P01209,hard,51.9
Mountain Base,C058,P00367,easy,76.0
Forest Edge,C053,P00677,easy,63.0
Forest Edge,C043,P02848,medium,78.6
Desert Camp,C029,P05703,medium,75.9
Forest Edge,C037,P04524,easy,46.2
Forest Edge,C055,P03990,medium,56.9
North Ridge,C006,P00053,medium,66.3
Forest Edge,C036,P03221,medium,66.5
Desert Camp,C034,P03363,medium,62.9
North Ridge,C002,P05280,medium,69.1
North Ridge,C010,P00926,medium,74.7
North Ridge,C010,P04605,medium,54.2
Desert Camp,C027,P05392,easy,95.9
Mountain Base,C071,P02642,medium,76.1
Desert Camp,C030,P03090,medium,63.8
Mountain Base,C058,P04307,easy,71.1
Desert Camp,C023,P02156,hard,57.2
North Ridge,C008,P00426,easy,63.8
Forest Edge,C045,P03708,hard,62.1
Mountain Base,C070,P05750,medium,74.2
Forest Edge,C047,P00585,medium,81.5
North Ridge,C003,P04525,medium,76.5
North Ridge,C006,P01269,medium,58.8
Mountain Base,C070,P01682,medium,51.7
Mountain Base,C063,P01629,hard,64.8
Mountain Base,C057,P01406,medium,62.9
Desert Camp,C034,P04420,medium,74.2
Mountain Base,C071,P05173,medium,77.8
Mountain Base,C062,P00106,hard,61.4
Mountain Base,C059,P01356,medium,71.2
Forest Edge,C054,P05415,easy,90.7
Forest Edge,C039,P01495,medium,75.6
Forest Edge,C056,P03617,medium,73.8
Mountain Base,C074,P03126,medium,64.6
North Ridge,C005,P05784,medium,74.5
Forest Edge,C049,P00110,medium,78.4
Mountain Base,C073,P04474,medium,70.4
Forest Edge,C036,P00784,medium,62.0
Desert Camp,C022,P03375,medium,54.5
Forest Edge,C040,P00272,medium,81.5
Forest Edge,C035,P00452,medium,66.9
Desert Camp,C023,P05188,hard,64.8
Mountain Base,C058,P00240,easy,83.7
Desert Camp,C024,P03244,medium,68.2
Desert Camp,C027,P01166,easy,90.1
Desert Camp,C030,P03924,medium,50.9
North Ridge,C008,P02247,easy,83.2
Desert Camp,C029,P00458,medium,70.6
Forest Edge,C051,P04746,medium,63.8
Mountain Base,C067,P03524,easy,78.5
North Ridge,C007,P01332,easy,73.6
Mountain Base,C064,P04306,hard,64.7
Mountain Base,C066,P05949,hard,63.4
Forest Edge,C043,P02860,medium,65.0
Desert Camp,C026,P05888,medium,68.9
North Ridge,C001,P05055,medium,78.8
Mountain Base,C074,P05535,medium,82.3
Forest Edge,C050,P03650,medium,84.6
Forest Edge,C046,P00400,easy,77.4
Forest Edge,C055,P04159,medium,70.5
Desert Camp,C029,P01341,medium,65.8
North Ridge,C018,P02924,hard,71.5
Forest Edge,C047,P00541,medium,66.4
Forest Edge,C045,P03732,hard,71.9
Desert Camp,C026,P00086,medium,51.8
Mountain Base,C062,P05097,hard,75.5
Forest Edge,C037,P01865,easy,80.0
North Ridge,C012,P03414,medium,88.5
Forest Edge,C038,P04154,medium,86.3
Forest Edge,C038,P03443,medium,70.0
Mountain Base,C065,P01451,medium,78.6
Forest Edge,C046,P04310,easy,87.6
Forest Edge,C050,P03041,medium,68.0
Mountain Base,C072,P03512,easy,98.4
Mountain Base,C075,P03302,medium,79.4
Forest Edge,C042,P01026,medium,59.4
Desert Camp,C034,P04519,medium,75.5
Forest Edge,C035,P05564,medium,62.3
North Ridge,C011,P05629,hard,69.5
Mountain Base,C059,P05495,medium,81.9
Desert Camp,C024,P03874,medium,66.6
Forest Edge,C043,P02961,medium,63.6
North Ridge,C011,P03020,hard,59.0
Mountain Base,C073,P00690,medium,70.5
Desert Camp,C022,P03424,medium,61.8
Mountain Base,C069,P01459,medium,63.6
Forest Edge,C041,P03643,medium,72.8
Desert Camp,C020,P03715,hard,51.8
Mountain Base,C061,P00745,easy,83.2
North Ridge,C010,P00756,medium,87.6
Forest Edge,C040,P01897,medium,62.1
Mountain Base,C063,P02302,hard,58.5
North Ridge,C008,P03518,easy,81.0
Desert Camp,C024,P05467,medium,90.2
Mountain Base,C061,P00033,easy,73.4
Forest Edge,C050,P04673,medium,77.8
North Ridge,C014,P05163,easy,71.3
Mountain Base,C069,P03689,medium,66.6
Forest Edge,C040,P02609,medium,72.3
Mountain Base,C072,P03007,easy,78.7
Mountain Base,C064,P02671,hard,56.5
Forest Edge,C039,P01611,medium,70.2
Desert Camp,C027,P00047,easy,78.9
Mountain Base,C071,P03935,medium,81.2
Desert Camp,C022,P04993,medium,68.4
Desert Camp,C020,P01950,hard,61.3
Forest Edge,C055,P01987,medium,60.8
Desert Camp,C029,P00831,medium,60.5
Forest Edge,C038,P05986,medium,57.7
Mountain Base,C070,P02848,medium,55.7
Forest Edge,C055,P04194,medium,81.4
North Ridge,C011,P05910,hard,48.4
Mountain Base,C062,P02493,hard,56.9
Forest Edge,C046,P00696,easy,79.9
North Ridge,C013,P03652,easy,78.5
North Ridge,C004,P01341,hard,77.8
North Ridge,C003,P05093,medium,59.5
North Ridge,C001,P05009,medium,62.1
Desert Camp,C028,P04350,easy,74.6
Desert Camp,C022,P04321,medium,75.7
Forest Edge,C037,P05065,easy,68.4
Desert Camp,C030,P04368,medium,71.0
Mountain Base,C058,P01606,easy,74.3
Forest Edge,C040,P01372,medium,65.8
Mountain Base,C063,P04144,hard,61.6
Mountain Base,C072,P03581,easy,84.4
North Ridge,C003,P01033,medium,54.0
Mountain Base,C061,P00148,easy,72.3
Mountain Base,C059,P05078,medium,61.1
Desert Camp,C025,P03558,medium,70.1
Mountain Base,C061,P02143,easy,94.5
North Ridge,C017,P02911,medium,70.9
North Ridge,C005,P05148,medium,88.1
North Ridge,C014,P05809,easy,65.7
Forest Edge,C051,P04569,medium,89.1
North Ridge,C015,P03342,hard,43.3
North Ridge,C014,P00759,easy,67.6
North Ridge,C014,P00854,easy,90.0
Forest Edge,C052,P00868,medium,81.5
Desert Camp,C021,P01983,easy,86.9
Mountain Base,C057,P04224,medium,48.4
Mountain Base,C074,P05246,medium,85.6
Mountain Base,C061,P04333,easy,77.5
Mountain Base,C075,P03788,medium,69.6
Mountain Base,C067,P03999,easy,85.2
Forest Edge,C036,P01005,medium,56.7
Mountain Base,C069,P03090,medium,83.1
Mountain Base,C062,P00510,hard,45.6
Mountain Base,C063,P05863,hard,56.7
Forest Edge,C042,P02232,medium,61.3
Forest Edge,C056,P00416,medium,54.0
Forest Edge,C047,P00420,medium,68.8
Forest Edge,C049,P04309,medium,57.6
Desert Camp,C021,P04949,easy,100.0
Mountain Base,C063,P02136,hard,69.0
North Ridge,C019,P01416,easy,70.5
North Ridge,C013,P00552,easy,72.4
North Ridge,C014,P01572,easy,90.3
Forest Edge,C056,P00097,medium,68.6
Forest Edge,C046,P03385,easy,62.4
Forest Edge,C037,P00660,easy,88.0
North Ridge,C005,P02024,medium,67.5
Forest Edge,C049,P04112,medium,76.2
Mountain Base,C072,P02775,easy,80.5
North Ridge,C015,P00088,hard,59.3
Desert Camp,C024,P05303,medium,70.6
Forest Edge,C038,P05105,medium,73.8
Mountain Base,C057,P02145,medium,57.9
North Ridge,C008,P05506,easy,77.0
Desert Camp,C020,P05883,hard,67.6
Forest Edge,C051,P00300,medium,75.3
Forest Edge,C043,P05511,medium,79.0
Forest Edge,C037,P00251,easy,62.1
Desert Camp,C021,P03335,easy,83.4
Desert Camp,C028,P04676,easy,70.5
Desert Camp,C026,P03513,medium,67.6
North Ridge,C019,P03112,easy,64.7
Mountain Base,C062,P00460,hard,39.6
Mountain Base,C066,P03598,hard,48.6
North Ridge,C002,P05466,medium,62.6
Forest Edge,C056,P05262,medium,63.1
Forest Edge,C041,P02571,medium,76.7
Mountain Base,C068,P03140,medium,71.0
Forest Edge,C049,P04107,medium,66.0
Forest Edge,C036,P05352,medium,88.5
Mountain Base,C068,P04041,medium,70.6
Forest Edge,C038,P02075,medium,86.8
Mountain Base,C066,P03620,hard,51.3
Forest Edge,C037,P02814,easy,69.2
Mountain Base,C061,P04824,easy,74.2
Mountain Base,C058,P03965,easy,73.1
Forest Edge,C044,P03044,medium,71.0
North Ridge,C002,P05501,medium,54.5
North Ridge,C002,P03058,medium,60.2
Desert Camp,C030,P05500,medium,73.4
