sighting_id,sighting_ts,park_name,trail_id,observer_badge,species_raw,count_seen
S002951,2025-08-04,acadia National Park,T105,B0276,SC26,4
S002952,2025-06-03,rEdWoOd National Park,T002,B0253,SC19,1
S002953,2025-08-14,Grand Canyon National Park ,T044,B0298,SC19,2
S002954,2025-08-09,Zion National Park ,T039,B0119,SC05,3
S002955,2025-08-21,Glacier National Park ,T049,B0216,SC20,2
S002956,2025-06-15,Yellowstone National Park ,T047,B0234,SC30,6
S002957,2025-06-03,Acadia National Park ,T109,,SC14,1
S002958,2025-07-18,gRaNd Canyon National Park,T026,B0291,SC30,5
S002959,2025-08-08,gRaNd Canyon National Park,T047,B0337,SC16,1
S002960,2025-06-25,aCaDiA National Park,T024,B0287,SC21,3
S002961,2025-08-19,redwood National Park,T006,B0268,SC02,2
S002962,2025-06-16,Zion National Park ,T037,B0053,SC24,3
S002963,2025-07-29,grand Canyon National Park,T042,B0372,SC27,1
S002964,2025-07-25,Glacier National Park ,T085,B0290,SC27,2
S002965,2025-07-14,zIoN National Park,T047,B0347,SC30,2
S002966,2025-07-02,Yellowstone National Park ,T060,,SC15,1
S002967,2025-06-05,Grand Canyon National Park ,T083,B0125,SC12 - Elk,3
S002968,2025-07-30,rEdWoOd National Park,T035,B0391,SC11,2
S002969,2025-07-21,redwood National Park,T036,B0397,SC27,2
S002970,2025-07-05,redwood National Park,T016,B0120,SC21,2
S002971,2025-06-25,gLaCiEr National Park,T091,B0131,SC25 - Mountain Goat,2
S002972,2025-07-18,acadia National Park,T031,B0337,SC17,6
S002973,2025-08-27,gRaNd Canyon National Park,T086,B0366,SC19,1
S002974,2025-08-04,glacier National Park,T015,,SC11,2
S002975,2025-08-17,zIoN National Park,T099,B0145,SC14,1
S002976,2025-07-06,rEdWoOd National Park,T002,B0144,SC25 - Mountain Goat,1
S002977,2025-07-01,glacier National Park,T068,B0305,SC25,2
S002978,2025-07-06,zion National Park,T055,B0272,SC22,2
S002979,2025-08-11,zIoN National Park,T021,B0397,SC25 - Mountain Goat,5
S002980,2025-07-08,zion National Park,T041,B0388,SC22,3
S002981,2025-06-07,redwood National Park,T065,B0017,SC05,1
S002982,2025-07-24,glacier National Park,T114,B0012,SC03,1
S002983,2025-07-05,rEdWoOd National Park,T077,,SC01,1
S002984,2025-08-15,gLaCiEr National Park,T111,B0125,SC03 - River Otter,4
S002985,2025-07-01,yellowstone National Park,T021,B0269,SC30,1
S002986,2025-06-12,Yellowstone National Park ,T013,B0307,SC03 - River Otter,3
S002987,2025-07-13,Grand Canyon National Park ,T040,B0126,SC04,3
S002988,2025-08-13,aCaDiA National Park,T082,B0159,SC28,2
S002989,2025-07-17,aCaDiA National Park,T054,B0158,SC13,1
S002990,2025-07-16,Glacier National Park ,T047,,SC05,4
S002991,2025-06-08,grand Canyon National Park,T041,B0284,SC13,2
S002992,2025-08-07,acadia National Park,T026,B0094,SC04,1
S002993,2025-07-23,gRaNd Canyon National Park,T106,B0380,SC10,6
S002994,2025-06-29,Zion National Park ,T118,B0260,SC06,1
S002995,2025-08-04,yElLoWsToNe National Park,T008,B0092,SC15,1
S002996,2025-07-19,gRaNd Canyon National Park,T056,B0211,SC10,1
S002997,2025-06-27,rEdWoOd National Park,T071,B0036,SC17,3
S002998,2025-08-28,glacier National Park,T083,B0091,SC05,2
S002999,2025-08-29,Grand Canyon National Park ,T013,B0119,SC28,1
S003000,2025-08-22,gRaNd Canyon National Park,T038,,SC28,4
S003001,2025-07-29,Redwood National Park ,T044,B0325,SC04,2
S003002,2025-07-25,zIoN National Park,T032,B0179,SC30,1
S003003,2025-08-14,Grand Canyon National Park ,T088,B0207,SC03,5
S003004,2025-06-22,yElLoWsToNe National Park,T096,B0046,SC03,2
S003005,2025-07-23,zion National Park,T118,B0391,SC14,3
S003006,2025-06-05,redwood National Park,T027,B0152,Sc18,1
S003007,2025-06-20,yellowstone National Park,T120,B0373,SC12,2
S003008,2025-07-13,gRaNd Canyon National Park,T100,B0385,SC20,4
S003009,2025-08-09,gRaNd Canyon National Park,T027,B0189,SC12,3
S003010,2025-07-06,Acadia National Park ,T109,B0353,SC12 - Elk,3
S003011,2025-07-23,Yellowstone National Park ,T037,B0302,SC12,2
S003012,2025-07-01,acadia National Park,T018,B0095,SC13,1
S003013,2025-08-24,Acadia National Park ,T034,B0075,SC22,1
S003014,2025-07-15,grand Canyon National Park,T100,B0219,SC10,2
S003015,2025-07-06,zion National Park,T060,B0312,SC10,6
S003016,2025-06-16,acadia National Park,T014,B0118,SC04,2
S003017,2025-07-03,glacier National Park,T099,B0332,SC18,1
S003018,2025-08-10,redwood National Park,T071,B0154,SC23,1
S003019,2025-07-28,redwood National Park,T098,B0122,SC14,5
S003020,2025-08-18,Glacier National Park ,T019,B0394,SC03 - River Otter,1
S003021,2025-07-04,Zion National Park ,T085,B0342,SC09,1
S003022,2025-07-29,acadia National Park,T101,B0123,SC23,3
S003023,2025-08-07,Redwood National Park ,T046,B0072,SC21,6
S003024,2025-08-29,aCaDiA National Park,T101,B0007,SC20,1
S003025,2025-07-15,acadia National Park,T029,B0284,SC08,2
S003026,2025-08-14,Redwood National Park ,T084,B0281,SC26,1
S003027,2025-06-05,Redwood National Park ,T065,B0082,SC23,1
S003028,2025-08-14,Grand Canyon National Park ,T012,B0257,SC25 - Mountain Goat,1
S003029,2025-06-08,acadia National Park,T120,B0343,SC24,1
S003030,2025-07-13,yElLoWsToNe National Park,T104,B0247,SC09,2
S003031,2025-06-20,aCaDiA National Park,T024,B0110,SC05,1
S003032,2025-06-02,zion National Park,T039,B0119,SC22,4
S003033,2025-07-17,Zion National Park ,T079,B0375,Sc18,1
S003034,2025-08-07,zion National Park,T043,B0108,SC04,4
S003035,2025-08-08,redwood National Park,T018,B0315,SC10,3
S003036,2025-07-24,aCaDiA National Park,T103,,SC02,1
S003037,2025-07-27,Grand Canyon National Park ,T110,B0194,SC06,3
S003038,2025-06-22,yElLoWsToNe National Park,T052,B0054,SC02,2
S003039,2025-08-27,acadia National Park,T055,B0355,SC11,3
S003040,2025-06-07,Glacier National Park ,T054,,SC07,1
S003041,2025-08-04,yellowstone National Park,T101,B0390,SC01,1
S003042,2025-08-24,Acadia National Park ,T061,B0285,SC03,2
S003043,2025-08-01,glacier National Park,T046,B0349,SC23,3
S003044,2025-08-21,Grand Canyon National Park ,T037,B0339,SC12,2
S003045,2025-06-05,Redwood National Park ,T057,B0112,SC06,1
S003046,2025-07-09,Redwood National Park ,T115,B0367,SC29,2
S003047,2025-07-23,gLaCiEr National Park,T018,,SC15,2
S003048,2025-08-07,yellowstone National Park,T076,B0166,Sc18,2
S003049,2025-06-07,aCaDiA National Park,T056,B0223,SC25,2
S003050,2025-08-06,zIoN National Park,T103,B0055,SC12,2
S003051,2025-06-08,grand Canyon National Park,T002,B0118,SC16,2
S003052,2025-06-14,zion National Park,T085,B0268,SC19,1
S003053,2025-07-27,zion National Park,T067,B0177,SC20,2
S003054,2025-07-10,Glacier National Park ,T063,B0252,SC27,1
S003055,2025-06-28,redwood National Park,T107,B0098,SC03,8
S003056,2025-06-22,gLaCiEr National Park,T048,B0273,sc07,2
S003057,2025-07-05,rEdWoOd National Park,T058,B0125,SC03,5
S003058,2025-07-30,yElLoWsToNe National Park,T023,B0093,SC26,5
S003059,2025-06-24,Redwood National Park ,T075,B0251,SC28,1
S003060,2025-06-26,zIoN National Park,T011,B0227,SC05,3
S003061,2025-08-06,Zion National Park ,T040,B0074,SC03 - River Otter,1
S003062,2025-06-14,redwood National Park,T081,B0148,SC25,3
S003063,2025-06-13,grand Canyon National Park,T008,B0122,SC17,3
S003064,2025-06-06,Redwood National Park ,T046,B0015,SC23,2
S003065,2025-08-06,gLaCiEr National Park,T055,B0375,SC09,2
S003066,2025-06-28,gRaNd Canyon National Park,T067,B0359,SC20,1
S003067,2025-08-23,redwood National Park,T050,B0010,SC18,1
S003068,2025-07-22,Acadia National Park ,T049,B0221,SC26,2
S003069,2025-06-13,rEdWoOd National Park,T027,B0314,SC17,1
S003070,2025-07-29,glacier National Park,T009,B0110,SC06,2
S003071,2025-08-29,rEdWoOd National Park,T112,B0209,SC23,1
S003072,2025-08-04,zion National Park,T047,B0364,SC24,1
S003073,2025-08-03,grand Canyon National Park,T004,B0207,SC12,1
S003074,2025-07-11,Grand Canyon National Park ,T049,B0133,SC15,2
S003075,2025-06-21,gRaNd Canyon National Park,T099,B0205,SC06,3
S003076,2025-08-24,Yellowstone National Park ,T040,B0245,SC25 - Mountain Goat,1
S003077,2025-07-24,rEdWoOd National Park,T090,B0248,SC01,4
S003078,2025-06-28,yellowstone National Park,T050,B0110,SC14,2
S003079,2025-08-21,zion National Park,T104,B0074,SC23,2
S003080,2025-07-04,yellowstone National Park,T109,B0009,SC23,4
S003081,2025-07-29,Redwood National Park ,T002,B0053,SC19,2
S003082,2025-06-09,Yellowstone National Park ,T069,,SC21,2
S003083,2025-07-17,glacier National Park,T068,B0166,SC24,2
S003084,2025-08-20,Redwood National Park ,T107,B0188,SC23,3
S003085,2025-08-19,aCaDiA National Park,T047,B0392,SC15,2
S003086,2025-07-23,Zion National Park ,T072,B0152,SC20,1
S003087,2025-06-19,redwood National Park,T065,B0219,SC12 - Elk,1
S003088,2025-06-09,rEdWoOd National Park,T021,B0190,SC03 - River Otter,1
S003089,2025-07-13,rEdWoOd National Park,T074,B0205,SC04,4
S003090,2025-06-03,Acadia National Park ,T096,B0278,SC14,2
S003091,2025-07-20,gLaCiEr National Park,T010,B0114,SC15,1
S003092,2025-08-04,Zion National Park ,T039,B0072,SC06,4
S003093,2025-08-28,yellowstone National Park,T008,B0037,SC28,1
S003094,2025-08-08,yellowstone National Park,T087,B0211,SC04,1
S003095,2025-06-26,yellowstone National Park,T042,,SC05,1
S003096,2025-08-12,Zion National Park ,T111,,SC20,1
S003097,2025-08-29,redwood National Park,T059,B0355,SC11,1
S003098,2025-06-15,rEdWoOd National Park,T074,,SC04,1
S003099,2025-08-29,Grand Canyon National Park ,T042,B0141,SC24,2
S003100,2025-07-14,grand Canyon National Park,T106,,SC30,1
S003101,2025-07-09,Acadia National Park ,T018,B0214,SC09,3
S003102,2025-06-29,zion National Park,T088,B0119,sc07,1
S003103,2025-08-22,Yellowstone National Park ,T115,B0099,SC08,3
S003104,2025-07-17,yellowstone National Park,T053,B0027,SC06,5
S003105,2025-07-04,redwood National Park,T019,B0116,SC24,1
S003106,2025-07-20,glacier National Park,T111,B0067,SC15,1
S003107,2025-08-13,Grand Canyon National Park ,T045,B0205,SC30,2
S003108,2025-06-09,rEdWoOd National Park,T103,B0334,SC16,2
S003109,2025-08-12,aCaDiA National Park,T050,B0382,SC04,1
S003110,2025-07-01,zion National Park,T039,B0280,SC01,4
S003111,2025-08-26,yElLoWsToNe National Park,T035,B0272,SC01,4
S003112,2025-07-26,yellowstone National Park,T034,B0190,SC23,2
S003113,2025-08-16,Glacier National Park ,T089,B0117,SC01,2
S003114,2025-08-08,yellowstone National Park,T103,B0365,SC29,2
S003115,2025-07-01,rEdWoOd National Park,T097,B0014,SC18,1
S003116,2025-08-06,zIoN National Park,T099,B0113,SC13,3
S003117,2025-08-06,Redwood National Park ,T086,B0275,SC18,1
S003118,2025-06-29,Glacier National Park ,T107,B0312,SC23,1
S003119,2025-07-09,acadia National Park,T001,B0231,SC09,1
S003120,2025-07-02,Acadia National Park ,T023,B0214,sc07,1
S003121,2025-07-13,redwood National Park,T052,B0028,SC06,2
S003122,2025-07-09,grand Canyon National Park,T067,B0072,SC05,2
S003123,2025-08-18,zIoN National Park,T030,B0327,SC21,1
S003124,2025-08-27,acadia National Park,T005,B0398,SC25,5
S003125,2025-08-17,Zion National Park ,T014,B0088,SC15,1
S003126,2025-08-18,gRaNd Canyon National Park,T078,B0095,SC18,1
S003127,2025-08-14,grand Canyon National Park,T083,B0337,SC15,2
S003128,2025-07-28,yElLoWsToNe National Park,T063,,SC12,1
S003129,2025-06-09,redwood National Park,T056,B0088,SC27,3
S003130,2025-07-31,Glacier National Park ,T067,B0390,SC03 - River Otter,1
S003131,2025-08-07,zIoN National Park,T111,B0279,SC09,1
S003132,2025-07-13,zIoN National Park,T005,B0224,SC12 - Elk,2
S003133,2025-08-12,Grand Canyon National Park ,T070,B0233,SC21,2
S003134,2025-07-15,Redwood National Park ,T077,B0030,SC13,3
S003135,2025-07-16,Redwood National Park ,T037,B0105,SC27,4
S003136,2025-07-31,redwood National Park,T084,B0306,Sc18,2
S003137,2025-07-01,grand Canyon National Park,T116,B0072,SC18,4
S003138,2025-06-26,Grand Canyon National Park ,T026,B0164,Sc18,1
S003139,2025-07-23,Grand Canyon National Park ,T013,B0357,sc07,4
S003140,2025-07-18,Acadia National Park ,T032,B0235,SC17,1
S003141,2025-08-25,gLaCiEr National Park,T115,B0190,SC01,2
S003142,2025-08-15,Acadia National Park ,T114,B0016,SC14,4
S003143,2025-06-11,gLaCiEr National Park,T030,B0289,SC19,4
S003144,2025-06-19,gRaNd Canyon National Park,T024,B0022,SC03,3
S003145,2025-07-23,Yellowstone National Park ,T120,B0189,SC02,1
S003146,2025-06-03,zIoN National Park,T054,,SC02,1
S003147,2025-07-22,gLaCiEr National Park,T054,B0137,SC03,2
S003148,2025-08-21,zIoN National Park,T076,B0211,SC12 - Elk,1
S003149,2025-08-07,aCaDiA National Park,T027,B0084,sc07,1
S003150,2025-06-04,glacier National Park,T117,B0062,SC04,7
S003151,2025-07-22,Yellowstone National Park ,T089,B0391,SC25,2
S003152,2025-06-30,zion National Park,T030,B0214,SC15,3
S003153,2025-08-08,grand Canyon National Park,T018,B0222,SC05,2
S003154,2025-08-08,Acadia National Park ,T094,B0331,SC29,1
S003155,2025-08-13,gRaNd Canyon National Park,T089,B0079,SC23,3
S003156,2025-06-23,Zion National Park ,T097,B0016,SC26,3
S003157,2025-08-21,gLaCiEr National Park,T094,,SC08,1
S003158,2025-07-21,glacier National Park,T078,,SC19,2
S003159,2025-08-18,Yellowstone National Park ,T056,B0079,SC26,1
S003160,2025-06-16,Redwood National Park ,T089,B0178,SC25,3
S003161,2025-07-10,yellowstone National Park,T087,B0118,SC28,1
S003162,2025-06-27,acadia National Park,T005,B0126,SC23,4
S003163,2025-06-13,Yellowstone National Park ,T100,B0081,SC01,2
S003164,2025-06-13,acadia National Park,T074,,SC08,3
S003165,2025-06-05,grand Canyon National Park,T024,B0287,SC24,1
S003166,2025-08-03,Grand Canyon National Park ,T063,B0240,SC21,4
S003167,2025-06-15,Zion National Park ,T076,B0399,SC27,3
S003168,2025-06-15,yElLoWsToNe National Park,T092,B0065,SC20,3
S003169,2025-07-20,acadia National Park,T109,B0016,SC22,1
S003170,2025-07-30,Grand Canyon National Park ,T061,B0096,sc07,1
S003171,2025-06-09,gRaNd Canyon National Park,T011,B0367,SC04,2
S003172,2025-08-18,gRaNd Canyon National Park,T092,B0360,SC03,1
S003173,2025-08-26,rEdWoOd National Park,T078,B0281,Sc18,1
S003174,2025-07-14,gLaCiEr National Park,T074,,SC25,2
S003175,2025-06-09,Acadia National Park ,T068,B0224,SC12,2
S003176,2025-07-31,Grand Canyon National Park ,T089,B0216,SC22,1
S003177,2025-08-14,zIoN National Park,T062,B0380,SC23,2
S003178,2025-07-20,yellowstone National Park,T103,B0224,SC02,1
S003179,2025-06-29,Acadia National Park ,T085,B0171,SC30,3
S003180,2025-07-14,yellowstone National Park,T100,B0049,SC03,1
S003181,2025-07-18,zion National Park,T009,B0087,SC03 - River Otter,4
S003182,2025-06-30,yellowstone National Park,T103,B0135,SC04,4
S003183,2025-08-27,Zion National Park ,T108,B0327,SC08,2
S003184,2025-06-15,Yellowstone National Park ,T093,,SC13,4
S003185,2025-07-13,yellowstone National Park,T017,B0111,SC25,7
S003186,2025-06-15,zion National Park,T025,B0146,SC20,7
S003187,2025-07-01,acadia National Park,T010,B0143,SC30,2
S003188,2025-06-02,zIoN National Park,T032,B0031,SC10,1
S003189,2025-06-24,Redwood National Park ,T103,,SC04,2
S003190,2025-07-16,zIoN National Park,T034,B0326,SC27,3
S003191,2025-07-19,Zion National Park ,T074,B0347,Sc18,1
S003192,2025-08-17,yElLoWsToNe National Park,T026,B0072,SC28,1
S003193,2025-08-20,Zion National Park ,T062,,SC08,1
S003194,2025-08-19,gRaNd Canyon National Park,T011,B0217,SC17,3
S003195,2025-06-13,Redwood National Park ,T065,B0092,SC02,1
S003196,2025-06-13,yElLoWsToNe National Park,T055,,sc07,3
S003197,2025-06-04,Glacier National Park ,T069,B0389,SC11,2
S003198,2025-07-29,rEdWoOd National Park,T112,B0160,SC11,1
S003199,2025-06-13,zIoN National Park,T066,B0137,SC22,3
S003200,2025-07-14,Redwood National Park ,T001,B0126,SC06,6
S003201,2025-08-22,Redwood National Park ,T054,B0257,SC26,2
S003202,2025-08-02,grand Canyon National Park,T080,B0011,SC04,1
S003203,2025-08-28,rEdWoOd National Park,T084,B0264,SC04,2
S003204,2025-06-07,zion National Park,T120,B0274,SC09,2
S003205,2025-06-09,Glacier National Park ,T089,B0373,SC03,3
S003206,2025-08-07,glacier National Park,T107,B0282,SC20,4
S003207,2025-06-09,redwood National Park,T077,B0054,SC20,1
S003208,2025-06-01,zion National Park,T030,B0109,SC06,5
S003209,2025-08-25,Glacier National Park ,T041,B0214,SC06,1
S003210,2025-06-17,grand Canyon National Park,T058,B0133,SC20,6
S003211,2025-07-04,glacier National Park,T113,,SC25,1
S003212,2025-06-30,Acadia National Park ,T035,B0325,SC15,1
S003213,2025-06-09,rEdWoOd National Park,T111,B0130,SC23,3
S003214,2025-07-25,redwood National Park,T044,B0089,SC13,1
S003215,2025-06-30,yellowstone National Park,T031,B0029,SC28,5
S003216,2025-06-26,Yellowstone National Park ,T001,,SC18,2
S003217,2025-08-03,Redwood National Park ,T101,B0241,SC15,4
S003218,2025-08-02,rEdWoOd National Park,T109,,SC25,1
S003219,2025-07-15,yellowstone National Park,T025,B0172,SC08,2
S003220,2025-08-23,yellowstone National Park,T119,B0216,SC28,3
S003221,2025-08-09,glacier National Park,T103,,SC15,2
S003222,2025-07-16,acadia National Park,T067,B0067,SC13,1
S003223,2025-06-15,Glacier National Park ,T021,B0251,SC13,3
S003224,2025-06-01,gRaNd Canyon National Park,T025,B0293,SC21,1
S003225,2025-06-01,aCaDiA National Park,T036,B0361,SC22,2
S003226,2025-08-16,redwood National Park,T113,B0152,SC08,1
S003227,2025-07-06,yElLoWsToNe National Park,T089,B0355,SC18,2
S003228,2025-07-01,gLaCiEr National Park,T017,B0054,SC20,4
S003229,2025-07-29,Glacier National Park ,T111,B0043,SC18,5
S003230,2025-07-18,Glacier National Park ,T054,B0364,SC05,4
S003231,2025-06-28,Zion National Park ,T066,B0342,SC07,1
S003232,2025-08-01,Redwood National Park ,T095,B0287,SC24,1
S003233,2025-06-01,aCaDiA National Park,T002,B0203,SC06,4
S003234,2025-08-15,redwood National Park,T086,B0139,SC08,1
S003235,2025-06-06,Zion National Park ,T030,B0237,SC17,1
S003236,2025-07-07,redwood National Park,T096,B0127,SC27,2
S003237,2025-07-10,redwood National Park,T044,B0332,SC11,1
S003238,2025-08-24,rEdWoOd National Park,T060,B0371,SC20,2
S003239,2025-06-07,gLaCiEr National Park,T002,B0213,SC05,4
S003240,2025-06-21,aCaDiA National Park,T013,B0040,SC03,1
S003241,2025-06-01,Grand Canyon National Park ,T057,B0181,SC03 - River Otter,1
S003242,2025-08-04,zion National Park,T112,B0313,SC24,2
S003243,2025-06-26,gLaCiEr National Park,T039,B0300,SC26,1
S003244,2025-06-25,grand Canyon National Park,T118,B0336,SC19,1
S003245,2025-06-03,glacier National Park,T092,B0114,SC11,2
S003246,2025-06-29,yElLoWsToNe National Park,T090,B0239,SC13,1
S003247,2025-08-06,gRaNd Canyon National Park,T066,B0298,SC15,2
S003248,2025-08-19,gLaCiEr National Park,T050,B0021,SC01,2
S003249,2025-08-09,Grand Canyon National Park ,T020,B0157,SC20,4
S003250,2025-07-21,Glacier National Park ,T012,B0349,SC09,1
S003251,2025-07-26,Grand Canyon National Park ,T004,B0310,SC19,1
S003252,2025-07-26,gRaNd Canyon National Park,T005,B0049,Sc18,2
S003253,2025-07-31,gLaCiEr National Park,T116,B0278,SC26,1
S003254,2025-07-05,zion National Park,T111,B0367,SC28,2
S003255,2025-07-23,rEdWoOd National Park,T119,B0023,SC15,2
S003256,2025-08-05,yellowstone National Park,T025,B0061,SC14,1
S003257,2025-07-19,grand Canyon National Park,T034,B0195,SC12 - Elk,2
S003258,2025-06-04,redwood National Park,T017,B0213,SC25 - Mountain Goat,4
S003259,2025-07-05,acadia National Park,T022,,SC07,1
S003260,2025-08-16,gLaCiEr National Park,T110,B0076,SC18,3
S003261,2025-08-26,yellowstone National Park,T077,B0368,SC03 - River Otter,4
S003262,2025-06-22,Zion National Park ,T072,B0280,SC26,1
S003263,2025-06-26,yellowstone National Park,T042,B0254,SC23,1
S003264,2025-07-28,Grand Canyon National Park ,T099,B0304,SC23,3
S003265,2025-08-03,redwood National Park,T117,B0321,SC14,1
S003266,2025-06-07,Zion National Park ,T100,B0150,SC23,1
S003267,2025-07-02,Grand Canyon National Park ,T036,,SC02,3
S003268,2025-06-10,acadia National Park,T113,B0166,SC03,3
S003269,2025-06-02,gLaCiEr National Park,T103,B0312,SC01,1
S003270,2025-06-12,zIoN National Park,T016,,SC03,3
S003271,2025-08-07,rEdWoOd National Park,T116,B0396,SC26,5
S003272,2025-06-04,acadia National Park,T064,B0210,SC28,2
S003273,2025-07-23,aCaDiA National Park,T050,B0060,SC08,1
S003274,2025-08-08,aCaDiA National Park,T088,B0061,SC26,1
S003275,2025-06-08,zIoN National Park,T056,,SC06,1
S003276,2025-08-27,grand Canyon National Park,T046,B0297,SC09,3
S003277,2025-08-17,glacier National Park,T050,B0309,SC28,2
S003278,2025-07-17,Yellowstone National Park ,T028,B0303,SC30,4
S003279,2025-08-08,redwood National Park,T079,B0202,SC09,1
S003280,2025-06-30,grand Canyon National Park,T059,,SC02,2
